"patchX [cm]","patchY [cm]","Phi [deg]","Freq [GHz]","max(dB(GainTotal)) []"
1.7,1.9,0,4,-0.334345941914524
1.7,1.9,0,4.75,2.73800717579682
1.7,1.9,0,5.5,1.7393609236802
1.7,1.9,0,7,-4.48608190998829
1.7,1.9,0,8.5,1.14282317220074
1.7,1.9,0,9.25,1.42737499125163
1.7,1.9,0,10,3.47325478594294
1.7,1.9,0,10.75,3.48850931477068
1.7,1.9,0,11.5,3.82750324657597
1.7,1.9,0,12.25,5.80111658673949
1.7,1.9,0,13,5.25165823718022
1.7,1.9,0,13.1875,5.18500137254048
1.7,1.9,0,13.375,4.97458826484929
1.7,1.9,0,13.75,3.92016205283676
1.7,1.9,0,14.5,2.72186828366937
1.7,1.9,0,15.25,1.78333215182607
1.7,1.9,0,16,-0.19673416428847
1.7,1.9,0,16.375,4.66656526093667
1.7,1.9,0,16.75,5.37557007464411
1.7,1.9,0,17.5,4.01213205028011
1.7,1.9,0,17.875,4.21013835626062
1.7,1.9,0,18.25,3.45731239346463
1.7,1.9,0,19,2.30917436846242
1.7,1.9,0,19.375,4.0448481563573
1.7,1.9,0,19.75,5.98744100360359
1.7,1.9,0,20.5,7.2629301280506
1.7,1.9,0,21.25,6.71617649256788
1.7,1.9,0,22,6.02913444162891
1.7,1.9,0,22.75,3.56688926319634
1.7,1.9,0,23.5,3.80515589246601
1.7,1.9,0,24.25,4.3533903830838
1.7,1.9,0,25,3.81886885342117
1.7,1.91,0,1,-22.3835600094856
1.7,1.91,0,1.75,-14.9963043426726
1.7,1.91,0,2.5,-10.190822838438
1.7,1.91,0,4,-0.504417242765602
1.7,1.91,0,4.75,2.72833685047618
1.7,1.91,0,5.5,1.88315068037001
1.7,1.91,0,7,-4.27734250535166
1.7,1.91,0,8.5,1.21088815248744
1.7,1.91,0,9.25,1.4281449422247
1.7,1.91,0,10,3.62345195487893
1.7,1.91,0,10.75,3.39643494570382
1.7,1.91,0,11.5,3.79394262045257
1.7,1.91,0,12.25,5.69055580836297
1.7,1.91,0,12.625,6.10189693230962
1.7,1.91,0,13,5.41653669155193
1.7,1.91,0,13.375,5.13632028829503
1.7,1.91,0,13.75,4.07553006659775
1.7,1.91,0,14.5,2.641248256639
1.7,1.91,0,15.25,2.04217685020043
1.7,1.91,0,16,-0.337182760382448
1.7,1.91,0,16.375,4.59542168229439
1.7,1.91,0,16.75,5.741159426799
1.7,1.91,0,17.5,4.33697715046224
1.7,1.91,0,17.875,4.40616779803124
1.7,1.91,0,18.25,3.68230263669518
1.7,1.91,0,19,2.11433729660217
1.7,1.91,0,19.75,6.1878811573879
1.7,1.91,0,20.5,7.55503326301578
1.7,1.91,0,21.25,6.94808016952084
1.7,1.91,0,22,5.45203192959693
1.7,1.91,0,22.75,3.50927633913748
1.7,1.91,0,23.5,3.70350067132785
1.7,1.91,0,24.25,4.80789466946713
1.7,1.91,0,25,4.43283709602501
1.8,0.5,0,1,-26.9298780569875
1.8,0.5,0,2.5,-13.9754839991562
1.8,0.5,0,4,-3.94966313806068
1.8,0.5,0,4.75,0.709865029850515
1.8,0.5,0,5.5,1.14037293974486
1.8,0.5,0,7,-1.53623944500618
1.8,0.5,0,8.5,0.508641390695228
1.8,0.5,0,9.25,0.822953365205121
1.8,0.5,0,10,1.17948871309278
1.8,0.5,0,10.75,1.48233625296623
1.8,0.5,0,11.5,0.211824129812045
1.8,0.5,0,13,2.00187645539608
1.8,0.5,0,13.375,2.04219080724175
1.8,0.5,0,13.75,2.10735742010881
1.8,0.5,0,14.5,2.6410317225359
1.8,0.5,0,16,3.81043766225372
1.8,0.5,0,16.75,2.23525411021974
1.8,0.5,0,17.5,2.70959024324313
1.8,0.5,0,19,2.56109682208653
1.8,0.5,0,20.5,-0.157336777758334
1.8,0.5,0,21.25,-1.1602085246985
1.8,0.5,0,22,-0.869824200592971
1.8,0.5,0,22.75,0.241691274978109
1.8,0.5,0,23.5,2.04339789199125
1.8,0.5,0,24.25,3.64921004651826
1.8,0.5,0,25,4.52977593965848
1.8,0.6,0,1,-26.3354674474544
1.8,0.6,0,2.5,-13.44614314284
1.8,0.6,0,4,-3.43915629579592
1.8,0.6,0,4.75,0.938242748333761
1.8,0.6,0,5.5,1.01623165066377
1.8,0.6,0,7,-1.23025650345554
1.8,0.6,0,8.5,0.70508086022962
1.8,0.6,0,10,1.14672519592496
1.8,0.6,0,11.5,0.326517832425218
1.8,0.6,0,12.25,0.935354774444896
1.8,0.6,0,12.625,1.73850085595206
1.8,0.6,0,13,1.8520703481509
1.8,0.6,0,13.375,1.40405877097498
1.8,0.6,0,13.75,1.10007310809273
1.8,0.6,0,14.5,1.13848133361017
1.8,0.6,0,15.25,2.01537542061661
1.8,0.6,0,16,3.13468167716485
1.8,0.6,0,16.75,0.969886812108188
1.8,0.6,0,17.5,0.712159712191063
1.8,0.6,0,19,0.900177382142369
1.8,0.6,0,19.75,0.85234209549283
1.8,0.6,0,20.5,0.477146993686006
1.8,0.6,0,22,-0.0549528926628406
1.8,0.6,0,23.5,1.81167865009045
1.8,0.6,0,25,2.65672084183234
1.8,0.7,0,1,-25.8310206552362
1.8,0.7,0,2.5,-13.0003324344603
1.8,0.7,0,4,-3.08533358101652
1.8,0.7,0,4.75,1.068531667079
1.8,0.7,0,5.5,0.851227175864079
1.8,0.7,0,7,-1.01971195393313
1.8,0.7,0,8.5,0.720573385797157
1.8,0.7,0,10,0.661586224766385
1.8,0.7,0,11.5,0.315454825896664
1.8,0.7,0,12.25,1.28992152182315
1.8,0.7,0,13,1.10001265042972
1.8,0.7,0,13.75,-0.0192685953322598
1.8,0.7,0,14.5,-0.566295980086586
1.8,0.7,0,15.25,0.6913596009565
1.8,0.7,0,16,2.39881358671451
1.8,0.7,0,16.75,-0.402232894240788
1.8,0.7,0,17.5,-1.88270238338502
1.8,0.7,0,19,1.01486208563263
1.8,0.7,0,20.5,0.907346571289483
1.8,0.7,0,22,-0.356005640378607
1.8,0.7,0,22.75,1.68587952281394
1.8,0.7,0,23.5,2.26167186516551
1.8,0.7,0,24.25,2.67589060120978
1.8,0.7,0,25,3.22334290697867
1.8,0.8,0,1,-25.3125738241322
1.8,0.8,0,2.5,-12.5412202319893
1.8,0.8,0,4,-2.63301473382787
1.8,0.8,0,4.75,1.30069746647371
1.8,0.8,0,5.5,0.985660148072525
1.8,0.8,0,7,-0.774035013033794
1.8,0.8,0,8.5,1.05352198395004
1.8,0.8,0,9.25,0.444547585376236
1.8,0.8,0,10,0.00295517116245799
1.8,0.8,0,10.75,-0.627324968993199
1.8,0.8,0,11.5,0.159640010903566
1.8,0.8,0,13,-0.778243866851442
1.8,0.8,0,13.375,-1.85696645411632
1.8,0.8,0,13.75,-2.78254923570049
1.8,0.8,0,14.5,-2.98381935487896
1.8,0.8,0,15.25,-2.27536362926657
1.8,0.8,0,16,0.323543473667567
1.8,0.8,0,16.375,-1.47636116102064
1.8,0.8,0,16.75,-2.66764827518265
1.8,0.8,0,17.5,-0.76556564080447
1.8,0.8,0,18.25,1.57719020976426
1.8,0.8,0,19,1.17900204642424
1.8,0.8,0,19.375,-0.67538003302188
1.8,0.8,0,19.75,0.192096132149531
1.8,0.8,0,20.5,0.449899739910662
1.8,0.8,0,21.25,0.339609583921891
1.8,0.8,0,22,1.95934243698539
1.8,0.8,0,22.75,2.0692179092917
1.8,0.8,0,23.5,1.07776568113417
1.8,0.8,0,24.25,1.27776282044914
1.8,0.8,0,25,2.18932640712993
1.8,0.9,0,1,-24.9250913836323
1.8,0.9,0,2.5,-12.2234684628482
1.8,0.9,0,4,-2.35401532009121
1.8,0.9,0,4.75,1.42261283594537
1.8,0.9,0,5.5,1.0094542231668
1.8,0.9,0,7,-0.612444816217693
1.8,0.9,0,8.5,1.13628930179646
1.8,0.9,0,10,-1.22067365901558
1.8,0.9,0,10.75,-1.74578391433071
1.8,0.9,0,11.5,-0.585934792255955
1.8,0.9,0,13,-2.80667155797198
1.8,0.9,0,13.375,-3.75023212548383
1.8,0.9,0,13.75,-4.21846516274154
1.8,0.9,0,14.5,-4.26285554634261
1.8,0.9,0,15.25,-2.82132665368923
1.8,0.9,0,16,-0.500432415875777
1.8,0.9,0,16.75,0.0608573452400906
1.8,0.9,0,17.5,1.64883461265975
1.8,0.9,0,19,0.137338975536121
1.8,0.9,0,19.375,0.237102655213697
1.8,0.9,0,19.75,0.78344467587823
1.8,0.9,0,20.5,2.04831044779878
1.8,0.9,0,22,4.23267635589828
1.8,0.9,0,22.75,2.64111495104232
1.8,0.9,0,23.5,0.708535745603295
1.8,0.9,0,24.25,0.0456674688732033
1.8,0.9,0,25,0.599951485205771
1.8,1,0,1,-24.6040430215626
1.8,1,0,1.75,-17.0534620540567
1.8,1,0,2.5,-11.9393053711418
1.8,1,0,4,-2.10112549726701
1.8,1,0,4.75,1.50780149566944
1.8,1,0,5.5,1.07674672391214
1.8,1,0,7,-0.55262149502152
1.8,1,0,8.5,1.01191154865077
1.8,1,0,10,-3.38881967541794
1.8,1,0,10.75,-3.67995823822871
1.8,1,0,11.5,-2.28083586568725
1.8,1,0,11.875,-0.284472702352795
1.8,1,0,12.25,-1.19014247179216
1.8,1,0,13,-3.54358747976736
1.8,1,0,13.375,-3.32744341176893
1.8,1,0,13.75,-2.90386240251592
1.8,1,0,14.5,-3.1405291321415
1.8,1,0,15.25,-2.14655285274108
1.8,1,0,16,-0.324021376047118
1.8,1,0,17.5,1.58087652880073
1.8,1,0,18.25,1.84972195604471
1.8,1,0,19,-0.411664508060689
1.8,1,0,19.75,2.93038045782578
1.8,1,0,20.5,4.50685923268789
1.8,1,0,21.25,5.01429509726243
1.8,1,0,22,4.12201358864457
1.8,1,0,23.5,0.015903171637063
1.8,1,0,24.25,-0.745416849996956
1.8,1,0,25,-3.3758135901247
1.8,1.1,0,1,-24.2809396743031
1.8,1.1,0,1.75,-16.7445914233682
1.8,1.1,0,2.5,-11.6558261958387
1.8,1.1,0,4,-1.83416440281211
1.8,1.1,0,4.75,1.63724270940884
1.8,1.1,0,5.5,1.18047768648387
1.8,1.1,0,7,-0.517534795670339
1.8,1.1,0,8.5,0.788680773016815
1.8,1.1,0,9.25,-1.80745329708958
1.8,1.1,0,10,-5.78658797387554
1.8,1.1,0,13,-1.27141014588801
1.8,1.1,0,13.75,-0.317030051613539
1.8,1.1,0,14.5,-0.45890631300249
1.8,1.1,0,15.25,0.645851468744786
1.8,1.1,0,16,1.15583156962478
1.8,1.1,0,16.75,1.62053743891751
1.8,1.1,0,17.5,2.28364410759873
1.8,1.1,0,17.875,2.76164029861496
1.8,1.1,0,18.25,2.21083831953193
1.8,1.1,0,19,2.13367144198817
1.8,1.1,0,19.75,5.16105060041571
1.8,1.1,0,20.5,5.87392280231336
1.8,1.1,0,20.875,5.88258213714602
1.8,1.1,0,21.25,5.38656010876498
1.8,1.1,0,22,2.23054155318789
1.8,1.1,0,23.5,-1.31726817801751
1.8,1.1,0,25,-2.02350191750693
1.8,1.2,0,1,-24.0013670813922
1.8,1.2,0,1.75,-16.4843553992685
1.8,1.2,0,2.5,-11.4248022302562
1.8,1.2,0,4,-1.6749407586027
1.8,1.2,0,4.75,1.61911312800868
1.8,1.2,0,5.5,1.08448308590875
1.8,1.2,0,7,-0.486556041421953
1.8,1.2,0,8.5,0.0716853234957921
1.8,1.2,0,10,-8.01068912287132
1.8,1.2,0,10.75,-7.89133506968597
1.8,1.2,0,11.5,-0.850788767489593
1.8,1.2,0,11.875,-1.28537279580614
1.8,1.2,0,12.25,-0.633202382501423
1.8,1.2,0,12.625,0.333309046408817
1.8,1.2,0,13,1.00397980563141
1.8,1.2,0,13.75,1.03256762128041
1.8,1.2,0,14.5,0.656351313698002
1.8,1.2,0,15.25,0.922441200234946
1.8,1.2,0,16,1.30334093432405
1.8,1.2,0,16.75,1.69413525161952
1.8,1.2,0,17.5,2.4854817362682
1.8,1.2,0,17.875,1.01356236822734
1.8,1.2,0,18.25,-0.485039013693415
1.8,1.2,0,19,3.71468511093285
1.8,1.2,0,20.5,5.29617571249024
1.8,1.2,0,22,1.71408905218691
1.8,1.2,0,23.5,-1.12540607158251
1.8,1.2,0,24.25,-1.77046978401397
1.8,1.2,0,25,0.152173665670828
1.8,1.3,0,1,-23.7417812669291
1.8,1.3,0,1.75,-16.2398243423706
1.8,1.3,0,2.5,-11.2095311019046
1.8,1.3,0,4,-1.53195195198169
1.8,1.3,0,4.75,1.65214582510605
1.8,1.3,0,5.5,1.08662359312411
1.8,1.3,0,7,-0.47092923678907
1.8,1.3,0,8.5,-1.12425451178601
1.8,1.3,0,9.25,-8.69102232654004
1.8,1.3,0,10,-5.93689372450803
1.8,1.3,0,10.75,-3.90616546747739
1.8,1.3,0,11.5,1.25696306644438
1.8,1.3,0,11.875,0.121925661879139
1.8,1.3,0,12.25,1.52835334216027
1.8,1.3,0,13,2.51330194311375
1.8,1.3,0,13.75,1.56900203063708
1.8,1.3,0,14.5,1.15099532385132
1.8,1.3,0,15.25,1.57854932922625
1.8,1.3,0,16,2.35759400471588
1.8,1.3,0,16.75,3.10171583659023
1.8,1.3,0,17.5,1.15469451832797
1.8,1.3,0,19,3.05722339617009
1.8,1.3,0,20.5,4.73513250119606
1.8,1.3,0,21.25,3.46812922705148
1.8,1.3,0,22,0.109807379543377
1.8,1.3,0,23.5,1.62090555192417
1.8,1.3,0,24.25,1.28695172768757
1.8,1.3,0,25,1.5990138343328
1.8,1.4,0,1,-23.5401932506172
1.8,1.4,0,2.5,-11.05118040592
1.8,1.4,0,4,-1.34900306128858
1.8,1.4,0,4.75,1.73089054004854
1.8,1.4,0,5.5,1.06026486408581
1.8,1.4,0,7,-0.555314272806693
1.8,1.4,0,8.5,-4.15921342582408
1.8,1.4,0,9.25,-7.50080174551879
1.8,1.4,0,10,-3.43451977207123
1.8,1.4,0,10.75,-1.45453226001287
1.8,1.4,0,11.5,-0.0235873642965656
1.8,1.4,0,11.875,2.39743687683849
1.8,1.4,0,12.25,3.272401609377
1.8,1.4,0,13,3.25712061438163
1.8,1.4,0,13.75,1.73445894784015
1.8,1.4,0,14.5,1.29849814093286
1.8,1.4,0,16,3.15339334935364
1.8,1.4,0,17.5,-0.0219893815419529
1.8,1.4,0,18.25,-0.302601178292476
1.8,1.4,0,19,1.16383998062668
1.8,1.4,0,19.75,5.05376965667634
1.8,1.4,0,20.5,4.80938977050137
1.8,1.4,0,21.25,1.15362139340004
1.8,1.4,0,22,1.54952789890513
1.8,1.4,0,23.5,3.89845810613834
1.8,1.4,0,24.25,3.26612020933791
1.8,1.4,0,25,2.96638803840459
1.8,1.5,0,1,-23.2469397387916
1.8,1.5,0,1.75,-15.7732264304379
1.8,1.5,0,2.5,-10.8031126854644
1.8,1.5,0,4,-1.17766856528128
1.8,1.5,0,4.75,1.80652064472789
1.8,1.5,0,5.5,1.01682714852074
1.8,1.5,0,7,-0.723837807903938
1.8,1.5,0,8.5,-9.24920965094804
1.8,1.5,0,9.25,-3.77788407233022
1.8,1.5,0,10,-1.69811148623174
1.8,1.5,0,11.5,2.97390511927991
1.8,1.5,0,12.25,4.36301570952325
1.8,1.5,0,12.625,4.3129906761637
1.8,1.5,0,13,3.67801584635414
1.8,1.5,0,13.75,2.02399843807055
1.8,1.5,0,14.5,1.21953267545906
1.8,1.5,0,15.25,2.27506281167772
1.8,1.5,0,16,3.70689567555358
1.8,1.5,0,16.375,3.59684478509425
1.8,1.5,0,16.75,1.23055597967204
1.8,1.5,0,17.5,-2.49914975446503
1.8,1.5,0,18.25,-0.824391770233044
1.8,1.5,0,19,3.0381789915426
1.8,1.5,0,19.375,5.03269443276188
1.8,1.5,0,19.75,5.97962681406354
1.8,1.5,0,20.5,4.37891897943454
1.8,1.5,0,20.875,4.66178565657517
1.8,1.5,0,21.25,4.83517784672316
1.8,1.5,0,22,4.50482860915927
1.8,1.5,0,22.75,3.51041486268831
1.8,1.5,0,23.5,4.24471419512786
1.8,1.5,0,24.25,2.86716811244221
1.8,1.5,0,25,1.54716815288279
1.8,1.6,0,1,-22.9931242821939
1.8,1.6,0,1.75,-15.5473768037498
1.8,1.6,0,2.5,-10.6275992173402
1.8,1.6,0,4,-0.954815793208231
1.8,1.6,0,4.75,1.85012027305513
1.8,1.6,0,5.5,0.871159394619156
1.8,1.6,0,7,-1.02892903261849
1.8,1.6,0,8.5,-4.68485475594406
1.8,1.6,0,9.25,-1.69056293051412
1.8,1.6,0,10,-0.609012120656536
1.8,1.6,0,10.75,1.34050944592666
1.8,1.6,0,11.5,3.77659905209456
1.8,1.6,0,12.25,4.9242967396939
1.8,1.6,0,12.625,4.62291467537835
1.8,1.6,0,13,3.69638906460946
1.8,1.6,0,14.5,0.992065338363595
1.8,1.6,0,16,3.55634457679631
1.8,1.6,0,16.75,-1.5112079629777
1.8,1.6,0,17.5,-0.247622417471965
1.8,1.6,0,18.25,0.863066536626195
1.8,1.6,0,19,4.79859427090465
1.8,1.6,0,19.75,6.06691614867291
1.8,1.6,0,20.5,6.57564500278469
1.8,1.6,0,22,5.41514936049247
1.8,1.6,0,22.75,4.69683804115065
1.8,1.6,0,23.5,3.62401442080619
1.8,1.6,0,25,-0.446054767399384
1.8,1.7,0,1,-22.7486254485448
1.8,1.7,0,1.75,-15.3227435613257
1.8,1.7,0,2.5,-10.4387306238812
1.8,1.7,0,4,-0.774223874313888
1.8,1.7,0,5.5,1.03671413598926
1.8,1.7,0,7,-1.88309288388279
1.8,1.7,0,8.5,-1.49032953633325
1.8,1.7,0,9.25,-0.339015406546843
1.8,1.7,0,10,0.32482559779603
1.8,1.7,0,11.5,4.03630502632581
1.8,1.7,0,12.25,5.35855942026499
1.8,1.7,0,12.625,5.07481199926441
1.8,1.7,0,13,4.09227297162232
1.8,1.7,0,13.375,3.43938703338346
1.8,1.7,0,13.75,2.81739227361473
1.8,1.7,0,14.5,1.61870083660041
1.8,1.7,0,15.25,2.69781517041526
1.8,1.7,0,16,1.17433931967992
1.8,1.7,0,16.75,2.51896144549797
1.8,1.7,0,17.5,1.95208619890838
1.8,1.7,0,19,5.26933958809351
1.8,1.7,0,20.5,7.33589220382682
1.8,1.7,0,22,5.95792400250153
1.8,1.7,0,22.75,4.33214015167155
1.8,1.7,0,23.5,1.7388959786742
1.8,1.7,0,24.25,1.97560245573069
1.8,1.7,0,25,2.42650523538589
1.8,1.8,0,1,-22.5368424578855
1.8,1.8,0,1.75,-15.1269460178482
1.8,1.8,0,2.5,-10.2747375799816
1.8,1.8,0,4,-0.636740090998919
1.8,1.8,0,5.5,0.750122795403537
1.8,1.8,0,7,-3.10380419428915
1.8,1.8,0,8.5,-0.334866491994364
1.8,1.8,0,9.25,0.29379695263755
1.8,1.8,0,10,1.8845273650153
1.8,1.8,0,11.5,4.19903699531363
1.8,1.8,0,12.25,5.50646702093731
1.8,1.8,0,12.625,4.9873769507984
1.8,1.8,0,13,3.7965697550879
1.8,1.8,0,13.75,2.47480978735098
1.8,1.8,0,14.5,1.97837092827819
1.8,1.8,0,15.25,2.68913694201115
1.8,1.8,0,16,2.72721870082966
1.8,1.8,0,16.75,4.4293303696528
1.8,1.8,0,17.5,3.04172226119057
1.8,1.8,0,19,4.24855182379614
1.8,1.8,0,19.375,6.07446898551868
1.8,1.8,0,19.75,6.94400666912131
1.8,1.8,0,20.5,7.46854361870428
1.8,1.8,0,21.25,6.72340888225456
1.8,1.8,0,22,5.92926203439298
1.8,1.8,0,22.75,2.44144223386337
1.8,1.8,0,23.5,2.56967405817321
1.8,1.8,0,24.25,3.28638930499225
1.8,1.8,0,25,3.37528323784467
1.8,1.9,0,1,-22.1844651675678
1.8,1.9,0,1.75,-14.7970870956046
1.8,1.9,0,2.5,-9.99296095182219
1.8,1.9,0,4,-0.205982090486795
1.8,1.9,0,4.75,2.00887754847373
1.8,1.9,0,5.5,0.538381868558547
1.8,1.9,0,7,-4.57748574196525
1.8,1.9,0,8.5,0.325663354188559
1.8,1.9,0,9.25,0.765689270145497
1.8,1.9,0,10,1.98731515403863
1.8,1.9,0,10.75,3.19762451591109
1.8,1.9,0,11.5,4.23714399831147
1.8,1.9,0,11.875,5.21446550329421
1.8,1.9,0,12.25,5.46900360071987
1.8,1.9,0,13,3.99440238612181
1.8,1.9,0,13.375,3.3689479630244
1.8,1.9,0,13.75,2.18447985566887
1.8,1.9,0,14.5,2.45693563383741
1.8,1.9,0,15.25,1.472900754222
1.8,1.9,0,16,4.70432183188857
1.8,1.9,0,16.75,4.45556511317741
1.8,1.9,0,17.5,3.28660958587136
1.8,1.9,0,18.25,1.3138763263426
1.8,1.9,0,19,4.14714522827384
1.8,1.9,0,19.75,6.6794091116783
1.8,1.9,0,20.5,7.06588858534197
1.8,1.9,0,21.25,6.55203530815521
1.8,1.9,0,22,4.58906272465636
1.8,1.9,0,22.75,2.91108168524355
1.8,1.9,0,23.5,4.42713304810451
1.8,1.9,0,24.25,3.66164834896975
1.8,1.9,0,25,2.70006468749701
1.8,1.91,0,1,-22.231580169082
1.8,1.91,0,1.75,-14.8353517852545
1.8,1.91,0,2.5,-10.0178352617718
1.8,1.91,0,4,-0.285511035651366
1.8,1.91,0,4.75,2.00217457176259
1.8,1.91,0,5.5,0.587818919811148
1.8,1.91,0,7,-4.70971636414846
1.8,1.91,0,8.5,0.33621343439497
1.8,1.91,0,9.25,0.71249692755392
1.8,1.91,0,10,1.79982576113062
1.8,1.91,0,11.5,4.08519356642141
1.8,1.91,0,11.875,5.08373840065834
1.8,1.91,0,12.25,5.43688944364895
1.8,1.91,0,13,3.97059148555631
1.8,1.91,0,13.375,3.37175763731527
1.8,1.91,0,13.75,2.17050643526437
1.8,1.91,0,14.5,2.423278864559
1.8,1.91,0,15.25,1.47490069586449
1.8,1.91,0,16,4.7221689734196
1.8,1.91,0,16.75,4.75799164587549
1.8,1.91,0,17.5,3.27584734538196
1.8,1.91,0,18.25,1.34343441081162
1.8,1.91,0,19,4.27079398504303
1.8,1.91,0,19.75,6.76108563963575
1.8,1.91,0,20.5,7.29698418642808
1.8,1.91,0,21.25,6.76939388414314
1.8,1.91,0,22,4.71345339767748
1.8,1.91,0,22.75,2.83584757420802
1.8,1.91,0,23.5,4.22245309910914
1.8,1.91,0,24.25,4.20826125009245
1.8,1.91,0,25,3.09211576430474
1.9,0.5,0,1,-26.5560387463648
1.9,0.5,0,2.5,-13.6116257357164
1.9,0.5,0,4,-3.75985183159405
1.9,0.5,0,4.75,-0.0141149140936655
1.9,0.5,0,5.5,-0.602060244073
1.9,0.5,0,7,-1.25627887437652
1.9,0.5,0,8.5,0.322262036258392
1.9,0.5,0,9.25,0.40965237186982
1.9,0.5,0,10,0.0996895436383559
1.9,0.5,0,10.75,0.164178135972697
1.9,0.5,0,11.5,-0.0172887969728113
1.9,0.5,0,12.25,1.17616956373407
1.9,0.5,0,13,1.76284114721533
1.9,0.5,0,13.75,1.60402469772674
1.9,0.5,0,14.5,2.38698506213354
1.9,0.5,0,15.25,3.26874649018504
1.9,0.5,0,16,1.83105775443344
1.9,0.5,0,16.75,1.59608907361358
1.9,0.5,0,17.5,2.55267690283557
1.9,0.5,0,19,2.0876964311389
1.9,0.5,0,20.5,-1.50101100090785
1.9,0.5,0,22,-1.58367661893397
1.9,0.5,0,23.5,2.33820240220936
1.9,0.5,0,24.25,3.85992857249645
1.9,0.5,0,25,4.54958380796406
1.9,0.6,0,1,-26.0377989346074
1.9,0.6,0,2.5,-13.1671931400232
1.9,0.6,0,4,-3.25264422374695
1.9,0.6,0,4.75,0.251733683861366
1.9,0.6,0,5.5,-0.501990335058026
1.9,0.6,0,7,-1.03341815276286
1.9,0.6,0,8.5,0.441136671631715
1.9,0.6,0,10,-0.264974148130182
1.9,0.6,0,11.5,0.126029161908498
1.9,0.6,0,12.25,1.45054199812327
1.9,0.6,0,13,1.40011652631251
1.9,0.6,0,13.375,0.775923401589837
1.9,0.6,0,13.75,0.516851722853733
1.9,0.6,0,14.5,1.18596689624294
1.9,0.6,0,15.25,2.65640012436621
1.9,0.6,0,16,0.904841818923314
1.9,0.6,0,17.5,0.640351309656651
1.9,0.6,0,18.25,0.660799933351761
1.9,0.6,0,19,0.698191808914064
1.9,0.6,0,20.5,-1.71085656201396
1.9,0.6,0,22,-1.0300644250994
1.9,0.6,0,23.5,1.945706723723
1.9,0.6,0,24.25,2.19241095203603
1.9,0.6,0,25,2.75411678934872
1.9,0.7,0,1,-25.4961490196561
1.9,0.7,0,2.5,-12.6838445897709
1.9,0.7,0,4,-2.97062928310521
1.9,0.7,0,7,-0.730209009009521
1.9,0.7,0,10,-0.468767882408067
1.9,0.7,0,13,0.598944435840673
1.9,0.7,0,16,-0.362179681636342
1.9,0.7,0,17.5,-1.75810076277223
1.9,0.7,0,19,1.3218627427144
1.9,0.7,0,19.75,0.147617577798478
1.9,0.7,0,20.5,0.42144433578581
1.9,0.7,0,21.25,-0.208389255686522
1.9,0.7,0,22,0.461173559272509
1.9,0.7,0,22.75,1.48838944204259
1.9,0.7,0,23.5,2.21310058304134
1.9,0.7,0,24.25,1.77910740625324
1.9,0.7,0,25,3.1353880662032
1.9,0.8,0,1,-25.0048173132467
1.9,0.8,0,2.5,-12.2525889891102
1.9,0.8,0,4,-2.58222814049818
1.9,0.8,0,4.75,0.4101308927884
1.9,0.8,0,5.5,-0.613126449644239
1.9,0.8,0,7,-0.518030403081899
1.9,0.8,0,8.5,0.82839935422092
1.9,0.8,0,10,-1.10614433640144
1.9,0.8,0,10.75,-0.765235580963986
1.9,0.8,0,11.5,0.414096501307009
1.9,0.8,0,12.25,0.522894957592223
1.9,0.8,0,13,-1.76167189144986
1.9,0.8,0,13.75,-3.09884013125464
1.9,0.8,0,14.5,-2.62319303316163
1.9,0.8,0,16,-1.48823268586678
1.9,0.8,0,16.75,-3.04962476447929
1.9,0.8,0,17.5,-0.905656729462875
1.9,0.8,0,18.25,1.24164943601288
1.9,0.8,0,19,-0.2088845248739
1.9,0.8,0,19.75,0.458569884644193
1.9,0.8,0,20.5,0.0104719317028311
1.9,0.8,0,20.875,0.828528520766084
1.9,0.8,0,21.25,0.904948214941787
1.9,0.8,0,22,2.97926664101195
1.9,0.8,0,22.75,3.15878908173897
1.9,0.8,0,23.5,1.26632357576636
1.9,0.8,0,24.25,-0.554698040526403
1.9,0.8,0,25,1.15008844746683
1.9,0.9,0,1,-24.5900595124759
1.9,0.9,0,1.75,-17.0221333159907
1.9,0.9,0,2.5,-11.8960360351119
1.9,0.9,0,4,-2.20488207607784
1.9,0.9,0,5.5,-0.502378147747
1.9,0.9,0,7,-0.355696292062888
1.9,0.9,0,8.5,0.850279207017117
1.9,0.9,0,10,-2.25337630655286
1.9,0.9,0,10.75,-1.50256593546472
1.9,0.9,0,11.5,0.162585761371772
1.9,0.9,0,13,-3.76993022700998
1.9,0.9,0,13.75,-4.1417546980217
1.9,0.9,0,14.5,-3.24424629147479
1.9,0.9,0,15.25,-0.470101640926807
1.9,0.9,0,16,-1.74645771902151
1.9,0.9,0,16.375,-1.42417931008893
1.9,0.9,0,16.75,-0.401083319350583
1.9,0.9,0,17.5,0.745928274146994
1.9,0.9,0,17.875,0.9587728876064
1.9,0.9,0,18.25,0.766664367404475
1.9,0.9,0,19,0.556887534248815
1.9,0.9,0,19.375,0.814583890118426
1.9,0.9,0,19.75,1.17766362575042
1.9,0.9,0,20.5,2.66976494203392
1.9,0.9,0,22,3.72144052006017
1.9,0.9,0,23.5,1.28831568461909
1.9,0.9,0,24.25,-0.0595872560745025
1.9,0.9,0,25,0.190073436652604
1.9,1,0,1,-24.2874214650174
1.9,1,0,1.75,-16.7295598755065
1.9,1,0,2.5,-11.6278107829966
1.9,1,0,4,-2.03392132763375
1.9,1,0,4.75,0.68179226718412
