"patchX [cm]","patchY [cm]","Phi [deg]","Freq [GHz]","max(dB(GainTotal)) []"
1.1,1.91,0,16,6.54005394303526
1.1,1.91,0,16.75,8.40078308363516
1.1,1.91,0,17.5,7.6199000347346
1.1,1.91,0,18.25,6.63722051206748
1.1,1.91,0,19,8.73850854795888
1.1,1.91,0,19.75,8.94231909846858
1.1,1.91,0,20.5,8.70720408600235
1.1,1.91,0,22,6.47609914536049
1.1,1.91,0,22.75,3.3757990246237
1.1,1.91,0,23.5,1.01613247195117
1.1,1.91,0,24.25,1.72913996313091
1.1,1.91,0,25,1.22980659225248
1.2,0.5,0,1,-28.6385266796625
1.2,0.5,0,1.75,-21.0585682374034
1.2,0.5,0,2.5,-15.8628558623282
1.2,0.5,0,4,-6.48843026121605
1.2,0.5,0,5.5,2.7383619795715
1.2,0.5,0,7,4.95983380121299
1.2,0.5,0,10,4.99870133111768
1.2,0.5,0,11.5,5.8385838950622
1.2,0.5,0,12.25,6.44355615883518
1.2,0.5,0,13,5.90590486647971
1.2,0.5,0,14.5,3.42179274390085
1.2,0.5,0,15.25,5.04707081051664
1.2,0.5,0,16,6.50505380111956
1.2,0.5,0,17.5,7.33244337482613
1.2,0.5,0,19,5.36703164800171
1.2,0.5,0,19.75,2.75066515410423
1.2,0.5,0,20.5,0.65234628416881
1.2,0.5,0,22,0.815823077902619
1.2,0.5,0,23.5,2.37822143936125
1.2,0.5,0,25,2.26353494856388
1.2,0.6,0,1,-28.0809222777133
1.2,0.6,0,2.5,-15.3293554695064
1.2,0.6,0,4,-5.99527173248948
1.2,0.6,0,5.5,2.97337753446075
1.2,0.6,0,7,5.02873905800201
1.2,0.6,0,8.5,4.39755550126481
1.2,0.6,0,10,4.87489359352123
1.2,0.6,0,11.5,6.08085317440609
1.2,0.6,0,12.25,6.30884032708461
1.2,0.6,0,13,4.91498347871152
1.2,0.6,0,14.5,3.00291040671966
1.2,0.6,0,16,6.05428313717126
1.2,0.6,0,16.75,6.89269700010704
1.2,0.6,0,17.5,5.35067676536699
1.2,0.6,0,19,1.39639565362892
1.2,0.6,0,20.5,-0.303987749133232
1.2,0.6,0,22,0.909767276965103
1.2,0.6,0,23.5,0.6069739264972
1.2,0.6,0,24.25,-1.86913635570573
1.2,0.6,0,25,-1.26413523511737
1.2,0.7,0,1,-27.548591931677
1.2,0.7,0,1.75,-19.9904337891922
1.2,0.7,0,2.5,-14.8445871513205
1.2,0.7,0,4,-5.62350800483032
1.2,0.7,0,7,5.09667690298696
1.2,0.7,0,8.5,4.35670505722057
1.2,0.7,0,10,4.83524080662808
1.2,0.7,0,11.5,6.17355052535469
1.2,0.7,0,11.875,6.18721132191722
1.2,0.7,0,12.25,5.55663074937305
1.2,0.7,0,13,2.75047518775125
1.2,0.7,0,14.5,1.67799434277875
1.2,0.7,0,16,4.5657448446259
1.2,0.7,0,16.75,4.79864069974245
1.2,0.7,0,17.5,1.73241797699703
1.2,0.7,0,18.25,1.23553815190686
1.2,0.7,0,19,2.48772630345211
1.2,0.7,0,20.5,0.919563694192797
1.2,0.7,0,21.25,2.8450875660072
1.2,0.7,0,22,3.52353468647225
1.2,0.7,0,22.75,3.63197946240525
1.2,0.7,0,23.5,2.05295009421943
1.2,0.7,0,24.25,-0.779796980695718
1.2,0.7,0,25,1.02089274864202
1.2,0.8,0,1,-27.0810207615549
1.2,0.8,0,1.75,-19.5455440049436
1.2,0.8,0,2.5,-14.4206225727535
1.2,0.8,0,4,-5.21322558774862
1.2,0.8,0,5.5,3.39440535959303
1.2,0.8,0,7,5.20827559354468
1.2,0.8,0,8.5,4.29985915705424
1.2,0.8,0,10,4.8136824250593
1.2,0.8,0,10.75,5.49349570003578
1.2,0.8,0,11.5,5.95439142767622
1.2,0.8,0,12.25,3.0224685307773
1.2,0.8,0,13,-0.539710905677672
1.2,0.8,0,13.75,-0.542521625826647
1.2,0.8,0,14.5,-0.662665113459472
1.2,0.8,0,16,4.43407884340465
1.2,0.8,0,16.375,4.51528208153178
1.2,0.8,0,16.75,3.08200420943925
1.2,0.8,0,17.5,1.32895904614426
1.2,0.8,0,18.25,2.85833277085549
1.2,0.8,0,19,4.49492840967856
1.2,0.8,0,20.5,3.99866728039719
1.2,0.8,0,22,4.6079544246077
1.2,0.8,0,22.75,4.66840038443095
1.2,0.8,0,23.5,2.97025755524789
1.2,0.8,0,24.25,1.12839550876957
1.2,0.8,0,25,2.37540180439893
1.2,0.9,0,1,-26.7032891442993
1.2,0.9,0,2.5,-14.0702555152792
1.2,0.9,0,4,-4.9370215503299
1.2,0.9,0,5.5,3.5282151913404
1.2,0.9,0,7,5.27428658638149
1.2,0.9,0,8.5,4.2170019795232
1.2,0.9,0,10,4.50104554826693
1.2,0.9,0,11.5,4.69722909130712
1.2,0.9,0,12.25,-0.794014998798551
1.2,0.9,0,13,-2.26238258875123
1.2,0.9,0,13.375,-1.59977953722348
1.2,0.9,0,13.75,-1.01265759818558
1.2,0.9,0,14.5,-1.2247359282716
1.2,0.9,0,15.25,0.846099390880143
1.2,0.9,0,16,5.11111043538995
1.2,0.9,0,16.75,2.74250863173196
1.2,0.9,0,17.5,4.80223610559364
1.2,0.9,0,18.25,7.20103738746435
1.2,0.9,0,19,7.7782104963871
1.2,0.9,0,19.75,6.97400710663009
1.2,0.9,0,20.5,5.77574392414892
1.2,0.9,0,22,5.43107290778919
1.2,0.9,0,23.5,4.35702574351953
1.2,0.9,0,25,2.64673935305477
1.2,1,0,1,-26.3708665238324
1.2,1,0,2.5,-13.7777070337903
1.2,1,0,4,-4.73089358684652
1.2,1,0,5.5,3.62021076191409
1.2,1,0,7,5.27640508717127
1.2,1,0,8.5,3.99833108608248
1.2,1,0,10,4.13030986746327
1.2,1,0,13,-0.113073152147542
1.2,1,0,13.75,0.564408560122903
1.2,1,0,14.5,-0.509151808606459
1.2,1,0,15.25,4.13798916273968
1.2,1,0,16,4.6341013123771
1.2,1,0,16.75,5.70330000785294
1.2,1,0,17.5,7.66617966862238
1.2,1,0,19,8.3178318904015
1.2,1,0,20.5,5.9549610802329
1.2,1,0,22,5.82630789358858
1.2,1,0,23.5,3.84386762838028
1.2,1,0,25,2.56226307494175
1.2,1.1,0,1,-26.0372052050606
1.2,1.1,0,1.75,-18.5333442840299
1.2,1.1,0,2.5,-13.4837400437651
1.2,1.1,0,4,-4.4944484508626
1.2,1.1,0,5.5,3.73283903873473
1.2,1.1,0,7,5.33909721386027
1.2,1.1,0,8.5,3.86407940386922
1.2,1.1,0,10,3.35962489479578
1.2,1.1,0,13,2.37689606885916
1.2,1.1,0,13.75,2.30639385523853
1.2,1.1,0,14.5,1.09197021033786
1.2,1.1,0,15.25,5.50229045335687
1.2,1.1,0,16,6.69018597358699
1.2,1.1,0,17.5,8.8516311807595
1.2,1.1,0,19,8.91556104330609
1.2,1.1,0,20.5,6.4477524332543
1.2,1.1,0,22,6.13577989847564
1.2,1.1,0,23.5,3.64841938380799
1.2,1.1,0,25,3.29633413292738
1.2,1.2,0,1,-25.7665975258539
1.2,1.2,0,1.75,-18.283358127022
1.2,1.2,0,2.5,-13.2566345246284
1.2,1.2,0,4,-4.35076452681776
1.2,1.2,0,5.5,3.81331882145914
1.2,1.2,0,7,5.32920179673715
1.2,1.2,0,8.5,3.44897890321538
1.2,1.2,0,10,1.30997335178302
1.2,1.2,0,11.5,3.69737811156329
1.2,1.2,0,12.25,3.6957511531549
1.2,1.2,0,13,3.75793382203534
1.2,1.2,0,13.375,3.70063842507147
1.2,1.2,0,13.75,3.49137286343292
1.2,1.2,0,14.5,2.28538872354971
1.2,1.2,0,16,7.81584507575994
1.2,1.2,0,16.75,8.72801240649545
1.2,1.2,0,17.5,9.02553785172664
1.2,1.2,0,19,8.61233705706782
1.2,1.2,0,20.5,5.0682195642789
1.2,1.2,0,22,5.54671669121493
1.2,1.2,0,22.75,4.47340244619311
1.2,1.2,0,23.5,3.10909892204464
1.2,1.2,0,24.25,3.37022397057375
1.2,1.2,0,25,4.04902371655567
1.2,1.3,0,1,-25.5423251837126
1.2,1.3,0,2.5,-13.0664361446731
1.2,1.3,0,4,-4.31451113675974
1.2,1.3,0,5.5,3.81759973352581
1.2,1.3,0,7,5.32030456615082
1.2,1.3,0,8.5,2.94405784500326
1.2,1.3,0,10,-0.474471971010687
1.2,1.3,0,10.75,5.91601762058879
1.2,1.3,0,11.5,5.20924512722162
1.2,1.3,0,12.25,5.05154609149269
1.2,1.3,0,13,5.00776623291367
1.2,1.3,0,13.75,4.65387063823666
1.2,1.3,0,14.5,2.92416201637384
1.2,1.3,0,15.25,6.11017025927249
1.2,1.3,0,16,8.10811673056493
1.2,1.3,0,16.75,8.89239476016789
1.2,1.3,0,17.5,8.96613188636081
1.2,1.3,0,18.25,8.67322016298658
1.2,1.3,0,19,8.15437812511225
1.2,1.3,0,19.75,5.8824156647305
1.2,1.3,0,20.5,2.67148835956037
1.2,1.3,0,21.25,4.58380723600357
1.2,1.3,0,22,5.65316864779698
1.2,1.3,0,23.5,3.84433962509157
1.2,1.3,0,24.25,3.94589538368288
1.2,1.3,0,25,4.09522080959255
1.2,1.4,0,1,-25.2015604943704
1.2,1.4,0,2.5,-12.7712155255571
1.2,1.4,0,4,-4.09933978007021
1.2,1.4,0,5.5,3.90667496404437
1.2,1.4,0,7,5.29492880627792
1.2,1.4,0,8.5,1.69912606231506
1.2,1.4,0,9.25,-3.71341062328743
1.2,1.4,0,10,3.0553454926887
1.2,1.4,0,10.75,5.99867683427595
1.2,1.4,0,11.5,5.85153345670936
1.2,1.4,0,12.25,5.88307834637347
1.2,1.4,0,13,5.8218333338137
1.2,1.4,0,13.75,4.42443958745911
1.2,1.4,0,14.5,2.38210087782192
1.2,1.4,0,16,8.29728068665243
1.2,1.4,0,17.5,8.59672359732919
1.2,1.4,0,18.25,8.56507720462992
1.2,1.4,0,19,6.64276528041209
1.2,1.4,0,20.5,4.45472053227812
1.2,1.4,0,21.25,7.06852690273632
1.2,1.4,0,22,6.64944296997005
1.2,1.4,0,22.75,5.81033194661255
1.2,1.4,0,23.5,4.81924897494112
1.2,1.4,0,24.25,3.85439053332479
1.2,1.4,0,25,4.14364858609282
1.2,1.5,0,1,-24.9250454865611
1.2,1.5,0,1.75,-17.487452574027
1.2,1.5,0,2.5,-12.5405287307425
1.2,1.5,0,4,-3.92718289693525
1.2,1.5,0,5.5,3.98804747242544
1.2,1.5,0,7,5.20029605322777
1.2,1.5,0,8.5,-0.762224145397839
1.2,1.5,0,9.25,-3.25856896784413
1.2,1.5,0,10,4.44315153677914
1.2,1.5,0,11.5,6.29716122349994
1.2,1.5,0,12.25,6.51615489952118
1.2,1.5,0,13,5.60054219475254
1.2,1.5,0,13.75,3.60482512597031
1.2,1.5,0,14.5,3.27040712176216
1.2,1.5,0,15.25,6.6459043409053
1.2,1.5,0,16,8.28801040590855
1.2,1.5,0,16.75,8.56135489048129
1.2,1.5,0,17.5,8.68925533602935
1.2,1.5,0,18.25,7.31936841999538
1.2,1.5,0,19,2.84983841688475
1.2,1.5,0,19.75,4.60212901965751
1.2,1.5,0,20.5,7.63595923372847
1.2,1.5,0,22,7.21522754747393
1.2,1.5,0,23.5,4.26564073016479
1.2,1.5,0,25,3.79409380879252
1.2,1.6,0,1,-24.6454548596476
1.2,1.6,0,2.5,-12.3084460818683
1.2,1.6,0,4,-3.75194893779359
1.2,1.6,0,4.75,1.12597168836664
1.2,1.6,0,5.5,4.08324917978896
1.2,1.6,0,7,5.02065766724233
1.2,1.6,0,8.5,-6.26323105318512
1.2,1.6,0,9.25,0.448477421259679
1.2,1.6,0,10,4.98478427980115
1.2,1.6,0,10.75,5.98404816142175
1.2,1.6,0,11.5,6.7142649269087
1.2,1.6,0,12.25,6.93429143803676
1.2,1.6,0,13,4.57355132876889
1.2,1.6,0,13.75,3.56135972863175
1.2,1.6,0,14.5,3.89660880501278
1.2,1.6,0,15.25,6.71125931050483
1.2,1.6,0,16,7.86834068957167
1.2,1.6,0,16.75,8.98177443349609
1.2,1.6,0,17.5,8.2100346551074
1.2,1.6,0,18.25,4.42833225203823
1.2,1.6,0,19,4.78013585389322
1.2,1.6,0,19.75,7.27420951139552
1.2,1.6,0,20.5,8.45735249601041
1.2,1.6,0,20.875,8.41440689385007
1.2,1.6,0,21.25,8.15323252229526
1.2,1.6,0,22,7.19614373820776
1.2,1.6,0,23.5,2.27774094423116
1.2,1.6,0,24.25,2.57965589990263
1.2,1.6,0,25,2.13138256230689
1.2,1.7,0,1,-24.3702836456157
1.2,1.7,0,1.75,-16.954166198227
1.2,1.7,0,2.5,-12.0760116012629
1.2,1.7,0,4,-3.63233959467416
1.2,1.7,0,5.5,4.13337318779192
1.2,1.7,0,7,4.72094606279196
1.2,1.7,0,8.5,-7.38955274725518
1.2,1.7,0,9.25,2.30043328502066
1.2,1.7,0,10,5.20952075191138
1.2,1.7,0,11.5,7.01416886268388
1.2,1.7,0,11.875,7.14839239311793
1.2,1.7,0,12.25,5.57541101551735
1.2,1.7,0,12.625,4.53287923769757
1.2,1.7,0,13,4.2013254791999
1.2,1.7,0,14.5,3.83441486999975
1.2,1.7,0,16,7.951824099617
1.2,1.7,0,16.75,8.95605727663043
1.2,1.7,0,17.5,6.81940819223129
1.2,1.7,0,19,6.66953008718095
1.2,1.7,0,19.75,8.42072825608392
1.2,1.7,0,20.5,8.62275350643638
1.2,1.7,0,21.25,8.09701974914606
1.2,1.7,0,22,6.65691871672933
1.2,1.7,0,22.75,2.86848357359371
1.2,1.7,0,23.5,1.65645660425624
1.2,1.7,0,25,1.60726901809129
1.2,1.8,0,1,-24.099990443293
1.2,1.8,0,1.75,-16.7041541917464
1.2,1.8,0,2.5,-11.8545004881301
1.2,1.8,0,4,-3.5324660221678
1.2,1.8,0,5.5,4.18704373415521
1.2,1.8,0,7,4.2197870440043
1.2,1.8,0,8.5,-3.59148571719466
1.2,1.8,0,9.25,3.0857666997344
1.2,1.8,0,10,5.2908502455124
1.2,1.8,0,10.75,5.86217263266712
1.2,1.8,0,11.5,7.23273569519844
1.2,1.8,0,11.875,5.76852646264059
1.2,1.8,0,12.25,4.73719570926077
1.2,1.8,0,13,4.45967618060626
1.2,1.8,0,13.375,4.11307903244205
1.2,1.8,0,13.75,3.52342027220572
1.2,1.8,0,14.5,3.10806509036476
1.2,1.8,0,15.25,3.46707455199034
1.2,1.8,0,16,8.37584841942446
1.2,1.8,0,16.75,8.61617021884351
1.2,1.8,0,17.5,5.02676371011668
1.2,1.8,0,19,7.82428430352669
1.2,1.8,0,19.375,8.22497311984871
1.2,1.8,0,19.75,8.42903235857823
1.2,1.8,0,20.5,8.41444387363004
1.2,1.8,0,22,5.64104663506611
1.2,1.8,0,23.5,0.430211543652113
1.2,1.8,0,25,1.70738636072828
1.2,1.9,0,1,-23.8536042420553
1.2,1.9,0,2.5,-11.635157470472
1.2,1.9,0,4,-3.36440313534067
1.2,1.9,0,5.5,4.25785407705977
1.2,1.9,0,7,3.62526690529003
1.2,1.9,0,8.5,-1.51133559514196
1.2,1.9,0,9.25,3.49720164968425
1.2,1.9,0,10,5.45389925815218
1.2,1.9,0,10.75,5.88857419434748
1.2,1.9,0,11.5,6.0166408250022
1.2,1.9,0,11.875,5.02947683807388
1.2,1.9,0,12.25,4.96906716040406
1.2,1.9,0,13,4.71325144504133
1.2,1.9,0,13.375,4.31086635818453
1.2,1.9,0,13.75,3.64511005403954
1.2,1.9,0,14.5,1.83458956794393
1.2,1.9,0,15.25,4.2116715105049
1.2,1.9,0,16,8.38719734499278
1.2,1.9,0,16.375,8.58073746995778
1.2,1.9,0,16.75,7.62029928824025
1.2,1.9,0,17.5,5.71134369827593
1.2,1.9,0,18.25,7.17595020682825
1.2,1.9,0,19,8.3020481513386
1.2,1.9,0,20.5,8.39404996488237
1.2,1.9,0,22,3.14590926916964
1.2,1.9,0,22.75,-0.0137186581295699
1.2,1.9,0,23.5,1.27935039894645
1.2,1.9,0,24.25,2.27376611886988
1.2,1.9,0,25,3.01199549493579
1.2,1.91,0,1,-23.8350479348869
1.2,1.91,0,2.5,-11.6418721447709
1.2,1.91,0,4,-3.4125006603248
1.2,1.91,0,4.75,1.38072857307914
1.2,1.91,0,5.5,4.26172135068327
1.2,1.91,0,7,3.57337564917898
1.2,1.91,0,8.5,-1.39473130995817
1.2,1.91,0,9.25,3.49370403918965
1.2,1.91,0,10,5.40333610833136
1.2,1.91,0,11.5,5.77599997055406
1.2,1.91,0,12.25,4.89245022365697
1.2,1.91,0,13,4.63412605122086
1.2,1.91,0,13.75,3.60743163174106
1.2,1.91,0,14.5,1.62430457734992
1.2,1.91,0,15.25,4.26427928507513
1.2,1.91,0,16,8.36032680101192
1.2,1.91,0,16.75,7.54374508727744
1.2,1.91,0,17.5,5.70418731509594
1.2,1.91,0,18.25,7.33807154537461
1.2,1.91,0,19,8.37896078283552
1.2,1.91,0,19.75,8.55265389177669
1.2,1.91,0,20.5,8.27068501038169
1.2,1.91,0,20.875,7.85971561168282
1.2,1.91,0,21.25,7.12160783570018
1.2,1.91,0,22,3.07400982702234
1.2,1.91,0,22.75,-0.00609901308159598
1.2,1.91,0,23.5,0.53444356727275
1.2,1.91,0,24.25,1.5159022456364
1.2,1.91,0,25,1.55447907284729
1.3,0.5,0,1,-28.4445460393154
1.3,0.5,0,2.5,-15.6205541120107
1.3,0.5,0,4,-6.11457291653245
1.3,0.5,0,5.5,3.0388447072347
1.3,0.5,0,7,4.61122315289794
1.3,0.5,0,8.5,3.31668667241839
1.3,0.5,0,10,4.24138797960833
1.3,0.5,0,13,4.47117053142202
1.3,0.5,0,14.5,4.37929465580557
1.3,0.5,0,16,6.74500197880704
1.3,0.5,0,16.75,6.57932392377075
1.3,0.5,0,17.5,5.9781123265126
1.3,0.5,0,19,4.58443298177653
1.3,0.5,0,20.5,0.96230201462666
1.3,0.5,0,22,0.451832285990042
1.3,0.5,0,23.5,2.23696412957388
1.3,0.5,0,25,3.6428699643125
1.3,0.6,0,1,-27.7855509712296
1.3,0.6,0,2.5,-14.994554433129
1.3,0.6,0,4,-5.54964297567793
1.3,0.6,0,5.5,3.2985616716789
1.3,0.6,0,7,4.72684106574124
1.3,0.6,0,10,4.27415871472624
1.3,0.6,0,10.75,5.24352681029995
1.3,0.6,0,11.5,6.03160655875808
1.3,0.6,0,13,3.1071505432344
1.3,0.6,0,14.5,4.14168452248662
1.3,0.6,0,16,6.24574576687678
1.3,0.6,0,17.5,2.22288546039669
1.3,0.6,0,18.25,1.42281401904948
1.3,0.6,0,19,0.563417200405616
1.3,0.6,0,22,-0.57330199459414
1.3,0.6,0,25,0.679856495188244
1.3,0.7,0,1,-27.2817784571821
1.3,0.7,0,2.5,-14.5515050270667
1.3,0.7,0,4,-5.16108851836421
1.3,0.7,0,7,4.7809002071205
1.3,0.7,0,8.5,3.24137377864227
1.3,0.7,0,9.25,3.02844277237505
1.3,0.7,0,10,4.27255396671319
1.3,0.7,0,11.5,5.68464501855858
1.3,0.7,0,13,1.08440298753944
1.3,0.7,0,14.5,3.15885687176758
1.3,0.7,0,16,4.03570007035068
1.3,0.7,0,16.75,-0.249119798144368
1.3,0.7,0,17.5,-1.60302073366488
1.3,0.7,0,19,1.2927394952406
1.3,0.7,0,20.5,0.476448534079755
1.3,0.7,0,22,2.88707501841629
1.3,0.7,0,25,2.69887016541244
1.3,0.8,0,1,-26.8359366698336
1.3,0.8,0,2.5,-14.1509726287816
1.3,0.8,0,4,-4.89379781621139
1.3,0.8,0,4.75,0.444922853064378
1.3,0.8,0,5.5,3.6383149460265
1.3,0.8,0,7,4.82908212138767
1.3,0.8,0,8.5,3.17737270347603
1.3,0.8,0,10,4.20940973368059
1.3,0.8,0,10.75,5.30732562299658
1.3,0.8,0,11.5,4.57304310508474
1.3,0.8,0,13,-1.30364046699699
1.3,0.8,0,14.5,0.96278951832851
1.3,0.8,0,15.25,3.57330217922649
1.3,0.8,0,16,0.933616799444543
1.3,0.8,0,17.5,-0.837312053018293
1.3,0.8,0,18.25,1.83822233460316
1.3,0.8,0,19,3.76351053291386
1.3,0.8,0,20.5,3.39771369378386
1.3,0.8,0,22,4.12292052254977
1.3,0.8,0,22.75,4.79562685664853
1.3,0.8,0,23.5,4.37811880129482
1.3,0.8,0,24.25,3.33967858217364
1.3,0.8,0,25,3.36564444512758
1.3,0.9,0,1,-26.4450965621385
1.3,0.9,0,2.5,-13.8021827663679
1.3,0.9,0,4,-4.57587964555828
1.3,0.9,0,5.5,3.78059082935171
1.3,0.9,0,7,4.81411974770229
1.3,0.9,0,8.5,3.01568678374446
1.3,0.9,0,9.25,2.80731669788619
1.3,0.9,0,10,4.16373800225181
1.3,0.9,0,11.5,1.70816397546942
1.3,0.9,0,13,-3.18880195098892
1.3,0.9,0,13.375,-2.45257858060908
1.3,0.9,0,13.75,-1.7336077074877
1.3,0.9,0,14.5,-1.08723787450088
1.3,0.9,0,15.25,3.59752965317679
1.3,0.9,0,16,0.646334644681228
1.3,0.9,0,17.5,4.26319254628792
1.3,0.9,0,18.25,6.3928453695933
1.3,0.9,0,19,6.67958314634802
1.3,0.9,0,20.5,4.68287163605116
1.3,0.9,0,22,4.82058354813247
1.3,0.9,0,23.5,4.16936503309198
1.3,0.9,0,24.25,3.07613045876773
1.3,0.9,0,25,2.73931375609693
1.3,1,0,1,-26.1000284259602
1.3,1,0,2.5,-13.4982910284225
1.3,1,0,4,-4.30362101674327
1.3,1,0,5.5,3.91563569454169
1.3,1,0,7,4.80744153888455
1.3,1,0,8.5,2.82183404622938
1.3,1,0,10,3.8791191907919
1.3,1,0,10.75,3.14559240231491
1.3,1,0,11.5,-3.04187826304343
1.3,1,0,13,-1.37508218514949
1.3,1,0,13.375,-0.739863294148548
1.3,1,0,13.75,-0.509221826456889
1.3,1,0,14.5,1.50579838563541
1.3,1,0,15.25,3.06322042319093
1.3,1,0,16,2.55405752665236
1.3,1,0,17.5,6.94321093587511
1.3,1,0,19,7.23223951620974
1.3,1,0,19.75,5.95392618771769
1.3,1,0,20.5,4.8429962755871
1.3,1,0,22,5.36527358702976
1.3,1,0,22.75,5.08890245207102
1.3,1,0,23.5,3.37453170935957
1.3,1,0,25,2.2518194905021
1.3,1.1,0,1,-25.7539724921847
1.3,1.1,0,1.75,-18.2481722416471
1.3,1.1,0,2.5,-13.1954581628172
1.3,1.1,0,4,-4.07558296994344
1.3,1.1,0,5.5,4.03140843803857
1.3,1.1,0,7,4.7902510167109
1.3,1.1,0,10,3.34946597533064
1.3,1.1,0,10.75,-3.04906306250607
1.3,1.1,0,11.5,-2.04753025841158
1.3,1.1,0,13,0.903704147950791
1.3,1.1,0,13.75,0.956449798998792
1.3,1.1,0,14.5,3.76818163875452
1.3,1.1,0,16,5.98278075200873
1.3,1.1,0,16.75,7.23814710811114
1.3,1.1,0,17.5,7.65693056516944
1.3,1.1,0,19,7.35327913034412
1.3,1.1,0,22,5.12432872260806
1.3,1.1,0,25,3.14290504605083
1.3,1.2,0,1,-25.4664556352249
1.3,1.2,0,2.5,-12.9435910087669
1.3,1.2,0,4,-3.85540692864917
1.3,1.2,0,5.5,4.12659187913248
1.3,1.2,0,7,4.82844836680316
1.3,1.2,0,8.5,2.34019797610457
1.3,1.2,0,9.25,1.53651461233272
1.3,1.2,0,10,1.90360109405151
1.3,1.2,0,13,2.73564123153601
1.3,1.2,0,14.5,4.33677844679694
1.3,1.2,0,15.25,6.48691562748654
1.3,1.2,0,16,7.71318907829119
1.3,1.2,0,17.5,7.99146971801545
1.3,1.2,0,18.25,7.86275726523897
1.3,1.2,0,19,7.28706333126269
1.3,1.2,0,22,4.24372238946333
1.3,1.2,0,23.5,3.67675735125942
1.3,1.2,0,25,4.61986576056443
1.3,1.3,0,1,-25.1705839125925
1.3,1.3,0,2.5,-12.6893511448482
1.3,1.3,0,4,-3.71949518801847
1.3,1.3,0,5.5,4.16790202635754
1.3,1.3,0,7,4.72009383875568
1.3,1.3,0,10,4.41922530976791
1.3,1.3,0,11.5,3.98876712715703
1.3,1.3,0,13,4.23923745319905
1.3,1.3,0,14.5,5.18802540785125
1.3,1.3,0,16,8.23860349120025
1.3,1.3,0,16.75,8.21565406809455
1.3,1.3,0,17.5,7.78333868685424
1.3,1.3,0,19,6.14692601658915
1.3,1.3,0,20.5,2.9063566467226
1.3,1.3,0,22,4.54304824808303
1.3,1.3,0,22.75,4.49059336721925
1.3,1.3,0,23.5,4.66858146124407
1.3,1.3,0,25,5.21493810861283
1.3,1.4,0,1,-24.9079718598967
1.3,1.4,0,2.5,-12.4737553341783
1.3,1.4,0,4,-3.60447932221826
1.3,1.4,0,5.5,4.23280935871245
1.3,1.4,0,7,4.62984011617482
1.3,1.4,0,8.5,0.351082738400192
1.3,1.4,0,9.25,-3.78628697669457
1.3,1.4,0,10,4.70938520542813
1.3,1.4,0,11.5,5.0092592459922
1.3,1.4,0,13,4.9629217880209
1.3,1.4,0,13.75,3.23465813890573
1.3,1.4,0,14.5,5.66171427346774
1.3,1.4,0,16,8.417463671949
1.3,1.4,0,16.375,8.31248746674719
1.3,1.4,0,16.75,7.91309583954728
1.3,1.4,0,17.5,7.53665171818391
1.3,1.4,0,18.25,6.33205344669371
1.3,1.4,0,19,3.02998385250092
1.3,1.4,0,20.5,4.93174599891071
1.3,1.4,0,21.25,5.94287883637688
1.3,1.4,0,22,5.59954416605348
1.3,1.4,0,23.5,4.09123998450906
1.3,1.4,0,25,5.16185170739902
1.3,1.5,0,1,-24.5800859017855
1.3,1.5,0,2.5,-12.206620030969
1.3,1.5,0,4,-3.43166246625976
1.3,1.5,0,5.5,4.32091342104312
1.3,1.5,0,7,4.4304460228861
1.3,1.5,0,8.5,-3.01287578923948
1.3,1.5,0,9.25,0.809914166075426
1.3,1.5,0,10,4.7471247050985
1.3,1.5,0,10.75,5.36952713329283
1.3,1.5,0,11.5,5.9519997008787
1.3,1.5,0,12.25,6.18711664977632
1.3,1.5,0,13,4.13180683532098
1.3,1.5,0,13.75,3.09654243439696
1.3,1.5,0,14.5,6.13562688181036
1.3,1.5,0,16,8.40968582967656
1.3,1.5,0,16.75,7.83545747755443
1.3,1.5,0,17.5,6.76632794197464
1.3,1.5,0,18.25,3.0245286061
1.3,1.5,0,19,1.7827843363724
1.3,1.5,0,19.75,5.69898859713284
1.3,1.5,0,20.5,7.27773595863234
1.3,1.5,0,21.25,7.30235305610161
1.3,1.5,0,22,6.49965393126905
1.3,1.5,0,23.5,2.82137005803887
1.3,1.5,0,24.25,3.99345593520986
1.3,1.5,0,25,5.01945647796718
1.3,1.6,0,1,-24.3340229091042
1.3,1.6,0,2.5,-11.9942440064959
1.3,1.6,0,4,-3.27231184989234
1.3,1.6,0,5.5,4.39288591921332
1.3,1.6,0,7,4.08943567738331
1.3,1.6,0,8.5,-7.89227390456417
1.3,1.6,0,9.25,2.55297654415108
1.3,1.6,0,10,4.63003400553651
1.3,1.6,0,10.75,5.69376080065459
1.3,1.6,0,11.5,6.52826961140241
1.3,1.6,0,13,3.74677941864114
1.3,1.6,0,13.75,2.85012077353178
1.3,1.6,0,14.5,6.34733431732932
1.3,1.6,0,15.25,8.14607801766866
1.3,1.6,0,16,8.07205580288987
1.3,1.6,0,16.75,7.50395046558055
1.3,1.6,0,17.5,4.70315758679212
1.3,1.6,0,18.25,1.66396991548011
1.3,1.6,0,19,5.28980412880237
1.3,1.6,0,20.5,7.90086278317573
1.3,1.6,0,21.25,7.52137020935529
1.3,1.6,0,22,5.6092648162047
1.3,1.6,0,23.5,2.01797690844438
1.3,1.6,0,24.25,3.24346452184157
1.3,1.6,0,25,3.79597856702521
1.3,1.7,0,1,-24.0275846299383
1.3,1.7,0,1.75,-16.6169994735175
1.3,1.7,0,2.5,-11.7473631508039
